session_id,input_sequence,next_field
SESSION-F05E9C54,Customer Information | Identity Verification | Document Verification,Account Information
SESSION-F05E9C54,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
SESSION-F06D5E10,Customer Information,Service Selection
SESSION-F06D5E10,Customer Information | Service Selection,Document Verification
SESSION-F06D5E10,Customer Information | Service Selection | Document Verification,Installation
SESSION-F06D5E10,Customer Information | Service Selection | Document Verification | Installation,Activation
SESSION-F084498B,Customer Information,Identity Verification
SESSION-F084498B,Customer Information | Identity Verification,Document Verification
SESSION-F084498B,Customer Information | Identity Verification | Document Verification,Account Information
SESSION-F084498B,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
SESSION-F0889B76,Customer Information,Service Selection
SESSION-F0889B76,Customer Information | Service Selection,Document Verification
SESSION-F0889B76,Customer Information | Service Selection | Document Verification,Installation
SESSION-F0889B76,Customer Information | Service Selection | Document Verification | Installation,Activation
SESSION-F09CB48B,Customer Information,Identity Verification
SESSION-F09CB48B,Customer Information | Identity Verification,Document Verification
SESSION-F09CB48B,Customer Information | Identity Verification | Document Verification,Account Information
SESSION-F09CB48B,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
SESSION-F0EAD61D,Customer Information,Identity Verification
SESSION-F0EAD61D,Customer Information | Identity Verification,Document Verification
SESSION-F0EAD61D,Customer Information | Identity Verification | Document Verification,Account Information
SESSION-F0EAD61D,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
SESSION-F16BDCAB,Customer Information,Service Selection
SESSION-F16BDCAB,Customer Information | Service Selection,Document Verification
SESSION-F16BDCAB,Customer Information | Service Selection | Document Verification,Installation
SESSION-F16BDCAB,Customer Information | Service Selection | Document Verification | Installation,Activation
SESSION-F182D8FD,Customer Information,Identity Verification
SESSION-F182D8FD,Customer Information | Identity Verification,Document Verification
SESSION-F182D8FD,Customer Information | Identity Verification | Document Verification,Account Information
SESSION-F182D8FD,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
SESSION-F1880D81,Customer Information,Identity Verification
SESSION-F1880D81,Customer Information | Identity Verification,Document Verification
SESSION-F1880D81,Customer Information | Identity Verification | Document Verification,Account Information
SESSION-F1880D81,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
SESSION-F1EFEBF3,Customer Information,Identity Verification
SESSION-F1EFEBF3,Customer Information | Identity Verification,Document Verification
SESSION-F1EFEBF3,Customer Information | Identity Verification | Document Verification,Account Information
SESSION-F1EFEBF3,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
SESSION-F255923C,Customer Information,Identity Verification
SESSION-F255923C,Customer Information | Identity Verification,Document Verification
SESSION-F255923C,Customer Information | Identity Verification | Document Verification,Account Information
SESSION-F255923C,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
SESSION-F2876FAF,Customer Information,Identity Verification
SESSION-F2876FAF,Customer Information | Identity Verification,Document Verification
SESSION-F2876FAF,Customer Information | Identity Verification | Document Verification,Account Information
SESSION-F2876FAF,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
SESSION-F2A25F17,Customer Information,Service Selection
SESSION-F2A25F17,Customer Information | Service Selection,Document Verification
SESSION-F2A25F17,Customer Information | Service Selection | Document Verification,Installation
SESSION-F2A25F17,Customer Information | Service Selection | Document Verification | Installation,Activation
SESSION-F32DB9CE,Customer Information,Identity Verification
SESSION-F32DB9CE,Customer Information | Identity Verification,Document Verification
SESSION-F32DB9CE,Customer Information | Identity Verification | Document Verification,Account Information
SESSION-F32DB9CE,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
SESSION-F365AABC,Customer Information,Identity Verification
SESSION-F365AABC,Customer Information | Identity Verification,Document Verification
SESSION-F365AABC,Customer Information | Identity Verification | Document Verification,Account Information
SESSION-F365AABC,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
SESSION-F385C495,Customer Information,Identity Verification
SESSION-F385C495,Customer Information | Identity Verification,Document Verification
SESSION-F385C495,Customer Information | Identity Verification | Document Verification,Account Information
SESSION-F385C495,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
SESSION-F3B4E438,Customer Information,Service Selection
SESSION-F3B4E438,Customer Information | Service Selection,Document Verification
SESSION-F3B4E438,Customer Information | Service Selection | Document Verification,Installation
SESSION-F3B4E438,Customer Information | Service Selection | Document Verification | Installation,Activation
SESSION-F3D22712,Customer Information,Identity Verification
SESSION-F3D22712,Customer Information | Identity Verification,Document Verification
SESSION-F3D22712,Customer Information | Identity Verification | Document Verification,Account Information
SESSION-F3D22712,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
SESSION-F3D523A4,Customer Information,Identity Verification
SESSION-F3D523A4,Customer Information | Identity Verification,Document Verification
SESSION-F3D523A4,Customer Information | Identity Verification | Document Verification,Account Information
SESSION-F3D523A4,Customer Information | Identity Verification | Document Verification | Account Information,Onboarding Confirmation
